"","LOCATION","Value","gov_right1","nld","sstran","effpar_ele","debt_hist","internetTValue","internetTLOCATION","internetTTIME","workhourTValue","workhourTLOCATION","workhourTTIME","adulteducationTValue","adulteducationTLOCATION","adulteducationTTIME","teachinghoursTValue","teachinghoursTLOCATION","teachinghoursTTIME"
"862","GRC2008",3.1,100,0,16.02,3.025233472,118.96,30.9631,"GRC",2008,2106,"GRC",2008,23.535585,"GRC",2008,592.74,"GRC",2008
"863","GRC2009",3.2,79.73,0,17.51,3.160076853,135.19,38.0648,"GRC",2009,2081,"GRC",2009,23.656685,"GRC",2009,589.41,"GRC",2009
"864","GRC2010",3.1,0,0,17.75,3.160076853,129.14,46.3512,"GRC",2010,2020,"GRC",2010,24.744848,"GRC",2010,589.41,"GRC",2010
"865","GRC2011",3.9,2.1,0,19.51,3.160076853,109.76,50.1668,"GRC",2011,2038,"GRC",2011,26.112072,"GRC",2011,589.41,"GRC",2011
"866","GRC2012",4.2,44.47,0,20.31,5.206191203,165.92,53.5817,"GRC",2012,2055,"GRC",2012,26.719267,"GRC",2012,569.43,"GRC",2012
"867","GRC2013",4.5,76.27,0,18.96,5.206191203,182.65,56.3126,"GRC",2013,2059,"GRC",2013,27.423178,"GRC",2013,569.43,"GRC",2013
"868","GRC2014",4.7,80,0,19.71,5.206191203,182.91,65.5507,"GRC",2014,2022,"GRC",2014,28.105659,"GRC",2014,569.43,"GRC",2014
"869","HUN1960",29.6,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"870","HUN1961",30.2,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"871","HUN1962",29.6,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"872","HUN1963",31.8,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"873","HUN1964",33.6,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"874","HUN1965",34.7,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"875","HUN1966",34,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"876","HUN1967",35.6,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"877","HUN1968",38.1,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"878","HUN1969",37.2,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"879","HUN1970",38.7,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"880","HUN1971",40.4,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"881","HUN1972",40.4,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"882","HUN1973",40.9,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"883","HUN1974",44.6,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"884","HUN1975",42,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"885","HUN1976",44.6,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"886","HUN1977",43.9,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"887","HUN1978",47.3,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"888","HUN1979",48.7,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"889","HUN1980",49.3,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"890","HUN1981",49.7,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"891","HUN1982",47.1,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"892","HUN1983",49.6,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"893","HUN1984",49.5,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"894","HUN1985",47.5,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"895","HUN1986",48.3,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"896","HUN1987",47.9,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"897","HUN1988",43.7,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"898","HUN1989",43.8,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"899","HUN1990",42.3,53.19,0,0,6.774058067,73.74,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"900","HUN1991",40.6,57.89,3,0,6.774058067,78.77,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"901","HUN1992",40.4,57.89,4,0,6.774058067,80.65,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"902","HUN1993",37.4,58.03,5,0,6.774058067,91.5,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"903","HUN1994",36.6,43.37,4,0,5.52388528,91.3,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"904","HUN1995",33.8,20.23,7,14.9,5.52388528,88,0,"0",0,1820,"HUN",1995,0,"0",0,0,"0",0
"905","HUN1996",34.2,20,8,13.26,5.52388528,76.31,0,"0",0,1814,"HUN",1996,0,"0",0,0,"0",0
"906","HUN1997",32.2,20,5,12.42,5.52388528,66.64,0,"0",0,1836,"HUN",1997,12.217196,"HUN",1997,0,"0",0
"907","HUN1998",32.1,48.42,7,12.89,4.457817898,64.69,0,"0",0,1836,"HUN",1998,13.1676,"HUN",1998,0,"0",0
"908","HUN1999",33.8,77.78,5,13.05,4.457817898,66.71,0,"0",0,1851,"HUN",1999,13.516391,"HUN",1999,0,"0",0
"909","HUN2000",33,77.78,5,12.57,4.457817898,61.2,0,"0",0,1845,"HUN",2000,14.041859,"HUN",2000,583,"HUN",2000
"910","HUN2001",29.1,77.78,6,12.43,4.457817898,59.19,0,"0",0,1809,"HUN",2001,13.984717,"HUN",2001,0,"0",0
"911","HUN2002",27.8,47.11,4,13.1,2.838046856,59.83,0,"0",0,1820,"HUN",2002,14.211662,"HUN",2002,0,"0",0
"912","HUN2003",27.1,24.68,7,13.69,2.838046856,60.78,0,"0",0,1795,"HUN",2003,15.416001,"HUN",2003,0,"0",0
"913","HUN2004",26.5,23.19,8,13.72,2.838046856,64.54,0,"0",0,1802,"HUN",2004,16.748745,"HUN",2004,0,"0",0
"914","HUN2005",25.2,22.22,11,14.26,2.838046856,67.38,22.1194,"HUN",2005,1803,"HUN",2005,17.083904,"HUN",2005,583,"HUN",2005
"915","HUN2006",23.4,22.7,16,14.72,2.701001802,70.79,31.6452,"HUN",2006,1800,"HUN",2006,17.699047,"HUN",2006,583,"HUN",2006
"916","HUN2007",23.3,21.53,22,15.14,2.701001802,71.62,37.721,"HUN",2007,1795,"HUN",2007,18.048761,"HUN",2007,582.75,"HUN",2007
"917","HUN2008",23.4,6.96,8,15.57,2.701001802,75.5,46.6284,"HUN",2008,1798,"HUN",2008,19.197906,"HUN",2008,610.5,"HUN",2008
"918","HUN2009",23.3,0,9,16.1,2.701001802,84.41,53.4194,"HUN",2009,1781,"HUN",2009,19.86219,"HUN",2009,597.3,"HUN",2009
"919","HUN2010",23.4,41.62,7,15.65,2.86950633,86.21,58.4144,"HUN",2010,1777,"HUN",2010,20.121918,"HUN",2010,603.9,"HUN",2010
"920","HUN2011",22.8,69.84,1,15.31,2.86950633,95.1,63.2174,"HUN",2011,1770,"HUN",2011,21.124001,"HUN",2011,603.9,"HUN",2011
"921","HUN2012",22,74.69,3,15.17,2.86950633,97.93,66.8127,"HUN",2012,1750,"HUN",2012,22.046715,"HUN",2012,603.9,"HUN",2012
"922","HUN2013",19.4,80.3,1,14.78,2.86950633,96.1,69.6587,"HUN",2013,1745,"HUN",2013,22.505821,"HUN",2013,600.6,"HUN",2013
"923","HUN2014",17.8,69.15,0,13.86,3.218020917,99.03,73.062,"HUN",2014,1752,"HUN",2014,23.356073,"HUN",2014,594,"HUN",2014
"924","HUN2015",19.4,72.73,2,13.16,3.218020917,0,75.6375,"HUN",2015,1746,"HUN",2015,24.242552,"HUN",2015,608.4,"HUN",2015
"925","IRL1960",3.5,100,49,5.5,3.167453779,55.71,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"926","IRL1961",3.8,100,96,5.5,3.239800299,54.97,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"927","IRL1962",2.2,100,60,5.4,3.239800299,55.21,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"928","IRL1963",3,100,70,5.8,3.239800299,56.08,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"929","IRL1964",2.5,100,87,5.7,3.239800299,53.48,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"930","IRL1965",2.1,100,89,5.9,2.720895937,55.34,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"931","IRL1966",2.9,100,112,6.3,2.720895937,59.18,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"932","IRL1967",3,100,79,6.3,2.720895937,58.44,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"933","IRL1968",3,100,126,6.5,2.720895937,55.46,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"934","IRL1969",2.2,100,134,6.8,2.824619383,52.86,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"935","IRL1970",2.1,100,134,9.26,2.824619383,51.74,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"936","IRL1971",3.4,100,133,9.51,2.824619383,49.38,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"937","IRL1972",3.7,100,131,9.3,2.824619383,46.28,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"938","IRL1973",4.2,19.73,182,10.17,2.813620173,43.55,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"939","IRL1974",4.7,0,219,11.42,2.813620173,53.97,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"940","IRL1975",5.7,0,151,12.74,2.813620173,59.59,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"941","IRL1976",6.8,0,134,12.69,2.813620173,63.93,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"942","IRL1977",5.5,49.32,175,11.77,2.758491326,61.06,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"943","IRL1978",6,100,152,11.4,2.758491326,62.98,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"944","IRL1979",6.7,100,140,11.32,2.758491326,68.03,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"945","IRL1980",7.8,100,130,12.6,2.758491326,69.47,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"946","IRL1981",7.9,49.32,117,13.61,2.86647939,73.92,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"947","IRL1982",8.4,76.71,131,15.6,2.718181645,79.55,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"948","IRL1983",9.4,0,154,16.29,2.718181645,92.94,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"949","IRL1984",7.9,0,192,16.11,2.718181645,97.05,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"950","IRL1985",9.1,0,116,16.49,2.718181645,99.98,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"951","IRL1986",9.3,0,102,17.18,2.718181645,111.1,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"952","IRL1987",8.2,81.37,80,16.74,3.479640623,112.4,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"953","IRL1988",8.7,100,65,16.08,3.479640623,107.14,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"954","IRL1989",9.2,100,38,14.21,3.381085531,97.9,0,"0",0,0,"0",0,14.758701,"IRL",1989,0,"0",0
"955","IRL1990",10.9,100,49,12.4,3.381085531,93.24,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"956","IRL1991",10.8,100,54,13.08,3.381085531,94.62,0,"0",0,0,"0",0,15.902357,"IRL",1991,0,"0",0
"957","IRL1992",11.2,100,38,13.54,3.950258347,91.62,0,"0",0,0,"0",0,16.950533,"IRL",1992,0,"0",0
"958","IRL1993",10,61.21,46,13.43,3.950258347,94.18,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"959","IRL1994",11.9,57.21,28,13.21,3.950258347,88.73,0,"0",0,0,"0",0,18.557516,"IRL",1994,0,"0",0
"960","IRL1995",11.8,0,34,10.64,3.950258347,81.17,0,"0",0,0,"0",0,19.893375,"IRL",1995,0,"0",0
"961","IRL1996",11.6,0,32,10.24,3.950258347,72.78,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"962","IRL1997",13.1,51.78,28,10.34,4.032924798,71.76,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"963","IRL1998",13.7,100,34,9.25,4.032924798,61.19,0,"0",0,1953,"IRL",1998,0,"0",0,0,"0",0
"964","IRL1999",11.6,100,32,8.12,4.032924798,49.85,0,"0",0,1942,"IRL",1999,0,"0",0,0,"0",0
"965","IRL2000",12.3,100,39,7.32,4.032924798,38.37,0,"0",0,1933,"IRL",2000,21.613003,"IRL",2000,915,"IRL",2000
"966","IRL2001",12.8,100,26,7.86,4.032924798,35.31,0,"0",0,1924,"IRL",2001,23.577002,"IRL",2001,0,"0",0
"967","IRL2002",11.4,100,27,8.26,4.134623336,34.2,0,"0",0,1904,"IRL",2002,24.814322,"IRL",2002,0,"0",0
"968","IRL2003",11.5,100,24,8.27,4.134623336,33.03,0,"0",0,1887,"IRL",2003,26.308289,"IRL",2003,0,"0",0
"969","IRL2004",11.5,100,11,8.5,4.134623336,31.58,0,"0",0,1875,"IRL",2004,27.820133,"IRL",2004,0,"0",0
"970","IRL2005",10.8,100,15,8.84,4.134623336,31.9,47.1845,"IRL",2005,1883,"IRL",2005,29.074234,"IRL",2005,915,"IRL",2005
"971","IRL2006",10.6,100,10,9.08,4.134623336,28.16,49.9535,"IRL",2006,1879,"IRL",2006,31.095585,"IRL",2006,915,"IRL",2006
"972","IRL2007",10.4,92.66,6,9.67,3.76669115,28.1,57.2732,"IRL",2007,1865,"IRL",2007,32.39011,"IRL",2007,915,"IRL",2007
"973","IRL2008",11.5,86.67,12,11.58,3.76669115,48.32,63.0467,"IRL",2008,1844,"IRL",2008,33.902611,"IRL",2008,915,"IRL",2008
"974","IRL2009",11.7,86.28,23,14.28,3.76669115,68.79,66.6699,"IRL",2009,1812,"IRL",2009,35.822323,"IRL",2009,915,"IRL",2009
"975","IRL2010",11,80,14,14.25,3.76669115,85.72,71.6895,"IRL",2010,1801,"IRL",2010,37.584061,"IRL",2010,915,"IRL",2010
"976","IRL2011",12.2,17.13,8,13.79,4.790120855,111.98,78.1195,"IRL",2011,1801,"IRL",2011,38.162312,"IRL",2011,915,"IRL",2011
"977","IRL2012",12.1,0,5,13.79,4.790120855,132.38,81.0867,"IRL",2012,1806,"IRL",2012,39.69788,"IRL",2012,915,"IRL",2012
"978","IRL2013",10.9,0,12,13.06,4.790120855,134.56,82.3895,"IRL",2013,1815,"IRL",2013,41.47068,"IRL",2013,915,"IRL",2013
"979","ISL1960",10.4,66.67,0,7.1,3.656066511,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"980","ISL1961",13.3,66.67,0,0,3.656066511,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"981","ISL1962",11.7,66.67,0,0,3.656066511,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"982","ISL1963",10.6,65.41,0,0,3.370589584,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"983","ISL1964",11.8,57.14,0,0,3.370589584,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"984","ISL1965",16.2,57.14,0,0,3.370589584,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"985","ISL1966",24.2,57.14,0,0,3.370589584,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"986","ISL1967",22.1,57.14,0,0,3.774653204,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"987","ISL1968",9.7,57.14,0,9,3.774653204,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"988","ISL1969",12.7,57.14,0,0,3.774653204,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"989","ISL1970",17.3,57.14,0,8.93,3.774653204,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"990","ISL1971",6.6,25.68,7,9.38,4.111165927,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"991","ISL1972",10.7,0,5,10.1,4.111165927,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"992","ISL1973",16.4,0,5,7.36,4.111165927,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"993","ISL1974",12.6,17.12,94,6.08,3.469620007,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"994","ISL1975",12.8,50,122,5.55,3.469620007,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"995","ISL1976",10.9,50,123,4.42,3.469620007,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"996","ISL1977",11.2,50,292,4.36,3.469620007,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"997","ISL1978",12.4,33.15,7,4.45,4.211945076,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"998","ISL1979",16,0,13,4.46,3.900125584,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"999","ISL1980",12.8,35.85,14,4.59,3.900125584,26.84,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1000","ISL1981",7.7,40,9,4.64,3.900125584,24.21,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1001","ISL1982",10.1,40,17,4.63,3.900125584,31.32,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1002","ISL1983",20.1,52.05,1,4.34,4.263955928,33.13,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1003","ISL1984",21.2,60,7,4.62,4.263955928,34.93,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1004","ISL1985",15.3,60,13,4.7,4.263955928,34.45,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1005","ISL1986",17.6,60,4,4.55,4.263955928,32.06,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1006","ISL1987",17.6,48.54,34,4.83,5.78760642,29.37,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1007","ISL1988",16.3,27.02,15,5.93,5.78760642,31.42,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1008","ISL1989",9.6,4.73,16,5.78,5.78760642,36.36,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1009","ISL1990",16.2,18.18,1,6.99,5.78760642,36.22,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1010","ISL1991",15.4,39.63,7,7.27,4.230709025,38.39,0,"0",0,2007,"ISL",1991,0,"0",0,0,"0",0
"1011","ISL1992",11.4,50,4,7.65,4.230709025,46.24,0,"0",0,2007,"ISL",1992,0,"0",0,0,"0",0
"1012","ISL1993",10.9,50,2,8.01,4.230709025,53.14,0,"0",0,2025,"ISL",1993,0,"0",0,0,"0",0
"1013","ISL1994",10.2,52.91,11,7.73,4.230709025,55.66,0,"0",0,1991,"ISL",1994,0,"0",0,0,"0",0
"1014","ISL1995",10.7,51.7,16,6.93,4.295218992,58.94,0,"0",0,1975,"ISL",1995,0,"0",0,0,"0",0
"1015","ISL1996",13.5,50,0,6.61,4.295218992,56.3,0,"0",0,1996,"ISL",1996,0,"0",0,0,"0",0
"1016","ISL1997",13.7,50,16,6.41,4.295218992,53.08,0,"0",0,2026,"ISL",1997,0,"0",0,0,"0",0
"1017","ISL1998",11.3,50,3,5.68,4.295218992,47.28,0,"0",0,2003,"ISL",1998,0,"0",0,0,"0",0
"1018","ISL1999",11.4,50,0,5.48,3.553988641,43.23,0,"0",0,1979,"ISL",1999,0,"0",0,0,"0",0
"1019","ISL2000",18.1,50,7,5.44,3.553988641,40.45,0,"0",0,2040,"ISL",2000,0,"0",0,629,"ISL",2000
"1020","ISL2001",12.8,50,17,5.4,3.553988641,44.92,0,"0",0,2053,"ISL",2001,0,"0",0,0,"0",0
"1021","ISL2002",10.3,50,0,6.07,3.553988641,40.91,0,"0",0,2012,"ISL",2002,0,"0",0,0,"0",0
"1022","ISL2003",9.8,50,0,6.93,3.933631765,39.88,0,"0",0,1972,"ISL",2003,27.861868,"ISL",2003,0,"0",0
"1023","ISL2004",12.5,52.46,1,6.6,3.933631765,34.83,0,"0",0,1980,"ISL",2004,27.94356,"ISL",2004,0,"0",0
"1024","ISL2005",11.5,58.33,0,6.05,3.933631765,26.48,84.4141,"ISL",2005,1970,"ISL",2005,29.471401,"ISL",2005,671.4,"ISL",2005
"1025","ISL2006",10.8,53.77,0,5.57,3.933631765,32.07,83.018,"ISL",2006,1958,"ISL",2006,30.411818,"ISL",2006,671.4,"ISL",2006
"1026","ISL2007",12,50,0,5.53,4.059495973,30.2,83.697,"ISL",2007,1932,"ISL",2007,30.804794,"ISL",2007,671.4,"ISL",2007
"1027","ISL2008",12.4,50,0,5.79,4.059495973,70.92,87.7256,"ISL",2008,1934,"ISL",2008,31.591888,"ISL",2008,671.4,"ISL",2008
"1028","ISL2009",11.8,4.25,0,7.68,4.55302913,85.57,89.5903,"ISL",2009,1849,"ISL",2009,32.907246,"ISL",2009,624,"ISL",2009
"1029","ISL2010",14.8,0,0,7.47,4.55302913,90.93,92.0358,"ISL",2010,1834,"ISL",2010,32.632442,"ISL",2010,623.88,"ISL",2010
"1030","ISL2011",8.7,0,0,8.13,4.55302913,97.55,92.5945,"ISL",2011,1878,"ISL",2011,33.774651,"ISL",2011,623.88,"ISL",2011
"1031","ISL2012",11.6,0,0,7.59,4.55302913,95.41,94.6001,"ISL",2012,1853,"ISL",2012,35.01783,"ISL",2012,623.88,"ISL",2012
"1032","ISL2013",16,33.94,0,7.07,5.842554832,87.33,96.4134,"ISL",2013,1846,"ISL",2013,36.08242,"ISL",2013,623.88,"ISL",2013
"1033","ISL2014",13.8,55.54,0,6.95,5.842554832,83.63,96.482,"ISL",2014,1864,"ISL",2014,37.088051,"ISL",2014,0,"0",0
"1034","ISL2015",12.3,50,0,6.4,5.842554832,0,0,"0",0,1880,"ISL",2015,38.841152,"ISL",2015,0,"0",0
"1035","ISR1975",10.3,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1036","ISR1976",10.4,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1037","ISR1977",8.6,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1038","ISR1978",7.8,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1039","ISR1979",9.3,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1040","ISR1980",8.4,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1041","ISR1981",7.2,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1042","ISR1982",6.8,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1043","ISR1983",8.5,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1044","ISR1984",7.6,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1045","ISR1985",7.8,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1046","ISR1986",9.1,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1047","ISR1987",9,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1048","ISR1988",9.4,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1049","ISR1989",10.8,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1050","ISR1990",8.8,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1051","ISR1991",9.8,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1052","ISR1992",9.5,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1053","ISR1993",9.1,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1054","ISR1994",10.1,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1055","ISR1995",8.4,0,0,0,0,0,0,"0",0,1995,"ISR",1995,0,"0",0,0,"0",0
"1056","ISR1996",6.8,0,0,0,0,0,0,"0",0,2009,"ISR",1996,0,"0",0,0,"0",0
"1057","ISR1997",8,0,0,0,0,0,0,"0",0,2011,"ISR",1997,0,"0",0,0,"0",0
"1058","ISR1998",6.6,0,0,0,0,0,0,"0",0,1986,"ISR",1998,0,"0",0,0,"0",0
"1059","ISR1999",7.2,0,0,0,0,0,0,"0",0,1997,"ISR",1999,0,"0",0,0,"0",0
"1060","ISR2000",7.3,0,0,0,0,0,0,"0",0,1998,"ISR",2000,0,"0",0,731,"ISR",2000
"1061","ISR2001",7.3,0,0,0,0,0,0,"0",0,1979,"ISR",2001,0,"0",0,0,"0",0
"1062","ISR2002",6.8,0,0,0,0,0,0,"0",0,1993,"ISR",2002,42.090389,"ISR",2002,0,"0",0
"1063","ISR2003",7.5,0,0,0,0,0,0,"0",0,1974,"ISR",2003,42.89489,"ISR",2003,0,"0",0
"1064","ISR2004",7.1,0,0,0,0,0,0,"0",0,1942,"ISR",2004,0,"0",0,0,"0",0
"1065","ISR2005",7.3,0,0,0,0,0,48.91,"ISR",2005,1931,"ISR",2005,43.047825,"ISR",2005,731,"ISR",2005
"1066","ISR2006",6,0,0,0,0,0,54.58,"ISR",2006,1919,"ISR",2006,0,"0",0,731,"ISR",2006
"1067","ISR2007",5.3,0,0,0,0,0,59.34,"ISR",2007,1931,"ISR",2007,43.58707,"ISR",2007,731,"ISR",2007
"1068","ISR2008",5.7,0,0,0,0,0,61.82,"ISR",2008,1929,"ISR",2008,43.980537,"ISR",2008,731,"ISR",2008
"1069","ISR2009",6.2,0,0,0,0,0,66.26,"ISR",2009,1927,"ISR",2009,44.880913,"ISR",2009,787.998,"ISR",2009
"1070","ISR2010",7.4,0,0,0,0,0,68.13996633,"ISR",2010,1918,"ISR",2010,45.560074,"ISR",2010,819.55311919,"ISR",2010
"1071","ISR2011",6.2,0,0,0,0,0,70.30230145,"ISR",2011,1920,"ISR",2011,46.396889,"ISR",2011,841.67634783,"ISR",2011
"1072","ISR2012",6.4,0,0,0,0,0,70.65,"ISR",2012,1910,"ISR",2012,46.441711,"ISR",2012,837.839188,"ISR",2012
"1073","ISR2013",5.5,0,0,0,0,0,70.6,"ISR",2013,1867,"ISR",2013,47.421043,"ISR",2013,839.7828012,"ISR",2013
"1074","ISR2014",5.5,0,0,0,0,0,72.07,"ISR",2014,1853,"ISR",2014,48.53273,"ISR",2014,838.24060644,"ISR",2014
"1075","ITA1960",7.3,0,2471,9.8,3.87185702,42.33,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1076","ITA1961",6.5,0,3502,9.09,3.87185702,41.88,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1077","ITA1962",6.4,0,3652,9.54,3.87185702,42.51,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1078","ITA1963",6.2,0,4145,10.07,4.163214668,44.94,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1079","ITA1964",6.5,0,3841,9.98,4.163214668,46.31,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1080","ITA1965",6.5,0,3191,11.58,4.163214668,48.99,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1081","ITA1966",6.1,0,2387,11.76,4.163214668,49.92,0,"0",0,0,"0",0,0,"0",0,0,"0",0
