"","LOCATION","Value","gov_right1","nld","sstran","effpar_ele","debt_hist","internetTValue","internetTLOCATION","internetTTIME","workhourTValue","workhourTLOCATION","workhourTTIME","adulteducationTValue","adulteducationTLOCATION","adulteducationTTIME","teachinghoursTValue","teachinghoursTLOCATION","teachinghoursTTIME"
"656","FIN1963",22.6,26.65,66,6.8,5.860359357,12.73,0,"0",0,2049,"FIN",1963,0,"0",0,0,"0",0
"657","FIN1964",23.9,11.03,76,6.5,5.860359357,12.93,0,"0",0,2075,"FIN",1964,0,"0",0,0,"0",0
"658","FIN1965",23.2,36.36,29,7,5.860359357,13.81,0,"0",0,2075,"FIN",1965,0,"0",0,0,"0",0
"659","FIN1966",22.5,14.55,150,7.4,5.224196388,13.83,0,"0",0,2050,"FIN",1966,0,"0",0,0,"0",0
"660","FIN1967",23.4,0,43,7.9,5.224196388,14.18,0,"0",0,2033,"FIN",1967,0,"0",0,0,"0",0
"661","FIN1968",25.3,6.49,68,7.5,5.224196388,14.16,0,"0",0,2017,"FIN",1968,0,"0",0,0,"0",0
"662","FIN1969",26.8,8.33,158,7.2,5.224196388,13.51,0,"0",0,1998,"FIN",1969,0,"0",0,0,"0",0
"663","FIN1970",23.8,11.62,240,7.03,6.18398595,11.83,0,"0",0,1982,"FIN",1970,0,"0",0,0,"0",0
"664","FIN1971",23.7,13.38,838,7.62,6.18398595,10.68,0,"0",0,1947,"FIN",1971,0,"0",0,0,"0",0
"665","FIN1972",26,5.18,849,7.84,5.950786992,9.72,0,"0",0,1931,"FIN",1972,0,"0",0,0,"0",0
"666","FIN1973",25.3,12.5,1010,7.32,5.950786992,7.92,0,"0",0,1915,"FIN",1973,0,"0",0,0,"0",0
"667","FIN1974",26.4,12.5,1795,7.58,5.950786992,6.29,0,"0",0,1909,"FIN",1974,0,"0",0,0,"0",0
"668","FIN1975",26.5,12.04,1530,9.19,5.907093238,8.63,0,"0",0,1899,"FIN",1975,0,"0",0,0,"0",0
"669","FIN1976",26.7,13.07,3199,10.13,5.907093238,7.85,0,"0",0,1896,"FIN",1976,0,"0",0,0,"0",0
"670","FIN1977",26.8,11.1,1633,11.4,5.907093238,9.85,0,"0",0,1888,"FIN",1977,0,"0",0,0,"0",0
"671","FIN1978",26.9,1.1,1207,11.76,5.907093238,13.03,0,"0",0,1893,"FIN",1978,0,"0",0,0,"0",0
"672","FIN1979",25.7,7.12,1715,11.07,5.744320303,13.95,0,"0",0,1869,"FIN",1979,0,"0",0,0,"0",0
"673","FIN1980",26.1,11.76,2182,10.72,5.744320303,13.45,0,"0",0,1849,"FIN",1980,0,"0",0,0,"0",0
"674","FIN1981",24.3,11.76,1591,10.96,5.744320303,13.81,0,"0",0,1855,"FIN",1981,0,"0",0,0,"0",0
"675","FIN1982",24.6,11.76,1212,11.92,5.744320303,16.12,0,"0",0,1840,"FIN",1982,0,"0",0,0,"0",0
"676","FIN1983",24.7,11.76,1919,12.72,5.452087059,17.63,0,"0",0,1823,"FIN",1983,0,"0",0,0,"0",0
"677","FIN1984",25.8,11.76,1679,12.85,5.452087059,17.04,0,"0",0,1814,"FIN",1984,0,"0",0,0,"0",0
"678","FIN1985",25,11.76,833,13.59,5.452087059,18.1,0,"0",0,1813,"FIN",1985,0,"0",0,0,"0",0
"679","FIN1986",27.2,11.76,1225,13.94,5.452087059,19.07,0,"0",0,1793,"FIN",1986,0,"0",0,0,"0",0
"680","FIN1987",27.6,37.53,802,14.16,6.157673385,19.58,0,"0",0,1798,"FIN",1987,0,"0",0,0,"0",0
"681","FIN1988",28.5,50,1353,13.47,6.157673385,18.49,0,"0",0,1806,"FIN",1988,0,"0",0,0,"0",0
"682","FIN1989",28.7,50,629,13.12,6.157673385,16.26,0,"0",0,1802,"FIN",1989,0,"0",0,0,"0",0
"683","FIN1990",30.2,47.35,455,14.36,6.157673385,16.1,0,"0",0,1769,"FIN",1990,0,"0",0,0,"0",0
"684","FIN1991",29.7,48.91,284,17.93,5.915479627,24.33,0,"0",0,1747,"FIN",1991,0,"0",0,0,"0",0
"685","FIN1992",28.6,47.06,168,21.64,5.915479627,43.71,0,"0",0,1753,"FIN",1992,0,"0",0,0,"0",0
"686","FIN1993",27.4,47.06,126,23.1,5.915479627,56.58,0,"0",0,1755,"FIN",1993,0,"0",0,0,"0",0
"687","FIN1994",27.2,48.63,171,22.97,5.915479627,59.15,0,"0",0,1775,"FIN",1994,0,"0",0,0,"0",0
"688","FIN1995",26.9,41.99,112,21.3,5.786635187,63.67,0,"0",0,1776,"FIN",1995,0,"0",0,0,"0",0
"689","FIN1996",24,38.89,94,20.68,5.786635187,64.38,0,"0",0,1775,"FIN",1996,0,"0",0,0,"0",0
"690","FIN1997",25.5,38.89,91,19.09,5.786635187,62.74,0,"0",0,1765,"FIN",1997,0,"0",0,0,"0",0
"691","FIN1998",23.5,38.89,98,17.64,5.786635187,59.32,0,"0",0,1754,"FIN",1998,0,"0",0,0,"0",0
"692","FIN1999",23.1,42.86,65,17.04,5.927120131,52.96,0,"0",0,1757,"FIN",1999,0,"0",0,0,"0",0
"693","FIN2000",22.1,44.44,96,15.66,5.927120131,50.92,0,"0",0,1742,"FIN",2000,32.614372,"FIN",2000,655.5,"FIN",2000
"694","FIN2001",22.8,44.44,84,15.28,5.927120131,48.23,0,"0",0,1723,"FIN",2001,0,"0",0,0,"0",0
"695","FIN2002",20.7,51.63,76,15.79,5.927120131,48.03,0,"0",0,1714,"FIN",2002,0,"0",0,0,"0",0
"696","FIN2003",20.1,24.02,112,16.05,5.645252343,49.48,0,"0",0,1705,"FIN",2003,33.177582,"FIN",2003,0,"0",0
"697","FIN2004",20,11.11,84,15.9,5.645252343,49.56,0,"0",0,1707,"FIN",2004,34.184566,"FIN",2004,0,"0",0
"698","FIN2005",18.3,11.11,365,15.75,5.645252343,46.44,54.1405,"FIN",2005,1697,"FIN",2005,34.629433,"FIN",2005,676.8,"FIN",2005
"699","FIN2006",19.6,11.11,97,15.33,5.645252343,43.94,64.7309,"FIN",2006,1693,"FIN",2006,35.141739,"FIN",2006,677,"FIN",2006
"700","FIN2007",18.2,38.49,91,14.51,5.867270604,40.07,68.7837,"FIN",2007,1691,"FIN",2007,36.357056,"FIN",2007,676.8,"FIN",2007
"701","FIN2008",19,50,92,14.67,5.867270604,38.81,72.3805,"FIN",2008,1685,"FIN",2008,36.583557,"FIN",2008,676.8,"FIN",2008
"702","FIN2009",18.9,50,112,17.25,5.867270604,49.53,77.776,"FIN",2009,1661,"FIN",2009,37.268574,"FIN",2009,676.8,"FIN",2009
"703","FIN2010",17.3,50,150,17.46,5.867270604,55.92,80.5376,"FIN",2010,1668,"FIN",2010,38.146343,"FIN",2010,680.4,"FIN",2010
"704","FIN2011",16.4,45.83,163,17.21,6.44545853,57.08,84.1569,"FIN",2011,1662,"FIN",2011,39.318207,"FIN",2011,680.4,"FIN",2011
"705","FIN2012",15.6,42.11,86,18.06,6.44545853,62.95,86.7993,"FIN",2012,1650,"FIN",2012,39.661289,"FIN",2012,673.2,"FIN",2012
"706","FIN2013",15.8,42.11,121,18.91,6.44545853,64.03,89.2364,"FIN",2013,1640,"FIN",2013,40.545231,"FIN",2013,673.2,"FIN",2013
"707","FIN2014",14.1,47.38,128,19.6,6.44545853,70.64,89.8264,"FIN",2014,1636,"FIN",2014,41.776676,"FIN",2014,673.2,"FIN",2014
"708","FRA1960",18.2,42.86,1494,13.5,6.100834594,94.05,0,"0",0,2191,"FRA",1960,0,"0",0,0,"0",0
"709","FRA1961",18.1,42.86,1963,13.9,6.100834594,86.79,0,"0",0,2169,"FRA",1961,0,"0",0,0,"0",0
"710","FRA1962",17.3,63.56,1884,14.6,4.935346955,77.88,0,"0",0,2183,"FRA",1962,0,"0",0,0,"0",0
"711","FRA1963",17.8,72.73,2382,15.4,4.935346955,73.26,0,"0",0,2167,"FRA",1963,0,"0",0,0,"0",0
"712","FRA1964",17.2,72.73,2281,16.1,4.935346955,64.68,0,"0",0,2176,"FRA",1964,0,"0",0,0,"0",0
"713","FRA1965",17.3,72.73,1674,16.4,4.935346955,58.08,0,"0",0,2163,"FRA",1965,0,"0",0,0,"0",0
"714","FRA1966",17.9,66.8,1711,16.5,4.935346955,50.49,0,"0",0,2156,"FRA",1966,0,"0",0,0,"0",0
"715","FRA1967",17.9,57.77,1675,16.7,4.552034304,53.13,0,"0",0,2123,"FRA",1967,0,"0",0,0,"0",0
"716","FRA1968",17.5,64.64,0,17,4.324754462,52.14,0,"0",0,2100,"FRA",1968,0,"0",0,0,"0",0
"717","FRA1969",17.6,79.25,2207,17,4.324754462,47.52,0,"0",0,2026,"FRA",1969,0,"0",0,0,"0",0
"718","FRA1970",17.3,84.21,2942,14.8,4.324754462,43.71,0,"0",0,2007,"FRA",1970,0,"0",0,0,"0",0
"719","FRA1971",17.2,84.21,4318,14.79,4.324754462,40.95,0,"0",0,2006,"FRA",1971,0,"0",0,0,"0",0
"720","FRA1972",18,84.59,3464,14.98,4.324754462,38.43,0,"0",0,1953,"FRA",1972,0,"0",0,0,"0",0
"721","FRA1973",17.3,86.01,3731,15.14,5.689900427,35.4,0,"0",0,1938,"FRA",1973,0,"0",0,0,"0",0
"722","FRA1974",17.3,76.12,3381,15.54,5.689900427,33.1,0,"0",0,1906,"FRA",1974,0,"0",0,0,"0",0
"723","FRA1975",17.3,68.75,3888,17.41,5.689900427,33.37,0,"0",0,1880,"FRA",1975,0,"0",0,0,"0",0
"724","FRA1976",17.3,61.73,4348,17.33,5.689900427,31.66,0,"0",0,1906,"FRA",1976,0,"0",0,0,"0",0
"725","FRA1977",17.9,42.41,3281,17.73,5.689900427,31.24,0,"0",0,1867,"FRA",1977,0,"0",0,0,"0",0
"726","FRA1978",18.7,32.55,3195,14.7,5.110175381,32.39,0,"0",0,1836,"FRA",1978,0,"0",0,0,"0",0
"727","FRA1979",20.1,30,3121,14.74,5.110175381,32.55,0,"0",0,1832,"FRA",1979,0,"0",0,0,"0",0
"728","FRA1980",20.7,30,2118,15.06,5.110175381,32.01,0,"0",0,1823,"FRA",1980,0,"0",0,0,"0",0
"729","FRA1981",20.9,11.59,2405,15.91,4.144716937,31.07,0,"0",0,1803,"FRA",1981,10.880725,"FRA",1981,0,"0",0
"730","FRA1982",22.3,0,3113,16.51,4.144716937,35.23,0,"0",0,1730,"FRA",1982,0,"0",0,0,"0",0
"731","FRA1983",23.1,0,2837,16.64,4.144716937,36.25,0,"0",0,1712,"FRA",1983,0,"0",0,0,"0",0
"732","FRA1984",23.3,0,2537,16.83,4.144716937,38.12,0,"0",0,1705,"FRA",1984,0,"0",0,0,"0",0
"733","FRA1985",23.8,0,1901,17.04,4.144716937,39.85,0,"0",0,1670,"FRA",1985,0,"0",0,0,"0",0
"734","FRA1986",24.2,44.03,1391,16.85,4.677924873,40.73,0,"0",0,1665,"FRA",1986,0,"0",0,0,"0",0
"735","FRA1987",22.9,56,1391,16.58,4.677924873,42.23,0,"0",0,1677,"FRA",1987,0,"0",0,0,"0",0
"736","FRA1988",21.6,20.35,1852,16.3,4.387696898,41.89,0,"0",0,1686,"FRA",1988,0,"0",0,0,"0",0
"737","FRA1989",21.5,0,2040,16,4.387696898,41.76,0,"0",0,1670,"FRA",1989,13.757461,"FRA",1989,0,"0",0
"738","FRA1990",20.8,0,1790,16.1,4.387696898,41.27,0,"0",0,1665,"FRA",1990,0,"0",0,0,"0",0
"739","FRA1991",20.7,0,1572,16.54,4.387696898,42.29,0,"0",0,1655,"FRA",1991,15.144846,"FRA",1991,0,"0",0
"740","FRA1992",20.8,0,1494,16.92,4.387696898,46.82,0,"0",0,1656,"FRA",1992,15.980103,"FRA",1992,0,"0",0
"741","FRA1993",21.6,38.08,1472,17.69,6.875167582,54.29,0,"0",0,1641,"FRA",1993,0,"0",0,0,"0",0
"742","FRA1994",21,48.28,1671,17.64,6.875167582,58.38,0,"0",0,1630,"FRA",1994,17.80175,"FRA",1994,0,"0",0
"743","FRA1995",20.4,54.74,2066,17.61,6.875167582,66.59,0,"0",0,1605,"FRA",1995,18.608873,"FRA",1995,0,"0",0
"744","FRA1996",19.4,58.62,1070,17.69,6.875167582,72.59,0,"0",0,1606,"FRA",1996,0,"0",0,0,"0",0
"745","FRA1997",19,24.73,1222,17.77,6.555700509,75.25,0,"0",0,1596,"FRA",1997,20.023951,"FRA",1997,0,"0",0
"746","FRA1998",18,0,1218,17.39,6.555700509,77.03,0,"0",0,1583,"FRA",1998,20.597754,"FRA",1998,0,"0",0
"747","FRA1999",17.5,0,1417,17.24,6.555700509,73.46,0,"0",0,1572,"FRA",1999,21.456413,"FRA",1999,0,"0",0
"748","FRA2000",18.2,0,1427,16.72,6.555700509,71.9,0,"0",0,1535,"FRA",2000,21.58481,"FRA",2000,924,"FRA",2000
"749","FRA2001",17.5,0,1105,16.8,6.555700509,70.99,0,"0",0,1526,"FRA",2001,23.020861,"FRA",2001,0,"0",0
"750","FRA2002",17.6,43.83,745,17.09,5.043347572,74.65,0,"0",0,1487,"FRA",2002,23.98011,"FRA",2002,0,"0",0
"751","FRA2003",17.8,66.67,785,17.32,5.043347572,78.53,0,"0",0,1484,"FRA",2003,23.917387,"FRA",2003,0,"0",0
"752","FRA2004",17.5,86.94,699,17.34,5.043347572,80.07,0,"0",0,1513,"FRA",2004,24.383652,"FRA",2004,0,"0",0
"753","FRA2005",17.1,89.75,0,17.49,5.043347572,81.67,0,"0",0,1507,"FRA",2005,25.425774,"FRA",2005,924,"FRA",2005
"754","FRA2006",16.5,87.1,0,17.54,5.043347572,76.9,40.9315,"FRA",2006,1484,"FRA",2006,26.183411,"FRA",2006,924,"FRA",2006
"755","FRA2007",15.8,79.54,0,17.44,4.093110068,75.66,55.0468,"FRA",2007,1500,"FRA",2007,26.646099,"FRA",2007,924,"FRA",2007
"756","FRA2008",16.1,75,0,17.58,4.093110068,81.58,62.3197,"FRA",2008,1507,"FRA",2008,27.233906,"FRA",2008,924,"FRA",2008
"757","FRA2009",16.2,82.84,0,19.15,4.093110068,93.2,68.8683,"FRA",2009,1489,"FRA",2009,28.588057,"FRA",2009,924,"FRA",2009
"758","FRA2010",15.9,81.14,0,19.16,4.093110068,96.83,73.6061,"FRA",2010,1494,"FRA",2010,29.006897,"FRA",2010,924,"FRA",2010
"759","FRA2011",15.8,95.65,0,19.15,4.093110068,100.7,75.9151,"FRA",2011,1496,"FRA",2011,29.767,"FRA",2011,924,"FRA",2011
"760","FRA2012",14.6,35.54,0,19.57,5.290333503,110.44,80.0043,"FRA",2012,1490,"FRA",2012,30.856123,"FRA",2012,923.9976,"FRA",2012
"761","FRA2013",14.3,0,0,19.88,5.290333503,110.92,81.7192,"FRA",2013,1474,"FRA",2013,32.105263,"FRA",2013,924,"FRA",2013
"762","GBR1960",11.3,100,2832,6.8,2.276032693,91.34,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"763","GBR1961",11.4,100,2686,7,2.276032693,88.16,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"764","GBR1962",12.3,100,2449,7.3,2.276032693,88.92,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"765","GBR1963",12.5,100,2068,7.4,2.276032693,84.13,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"766","GBR1964",12,79.23,2524,7.1,2.529206006,77.19,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"767","GBR1965",11.1,0,2354,7.6,2.529206006,69.52,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"768","GBR1966",10.8,0,1937,7.7,2.420217529,71.9,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"769","GBR1967",10.2,0,2116,8.2,2.420217529,63.2,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"770","GBR1968",9.9,0,2378,8.7,2.420217529,58.26,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"771","GBR1969",9.2,0,3116,8.7,2.420217529,54.46,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"772","GBR1970",8.5,53.42,3906,8.85,2.45892368,60.02,0,"0",0,1937,"GBR",1970,0,"0",0,0,"0",0
"773","GBR1971",8.4,100,2228,8.74,2.45892368,58.32,0,"0",0,1899,"GBR",1971,0,"0",0,0,"0",0
"774","GBR1972",8.1,100,2497,9.38,2.45892368,54.91,0,"0",0,1865,"GBR",1972,0,"0",0,0,"0",0
"775","GBR1973",8.3,100,2873,9.03,2.45892368,50.98,0,"0",0,1921,"GBR",1973,0,"0",0,0,"0",0
"776","GBR1974",8.4,17.26,2922,9.74,3.155141461,52.19,0,"0",0,1882,"GBR",1974,0,"0",0,0,"0",0
"777","GBR1975",8,0,2282,10.17,3.155141461,45.32,0,"0",0,1877,"GBR",1975,0,"0",0,0,"0",0
"778","GBR1976",8.2,0,2016,10.69,3.155141461,45.81,0,"0",0,1860,"GBR",1976,0,"0",0,0,"0",0
"779","GBR1977",8.4,0,2703,10.87,3.155141461,56.86,0,"0",0,1841,"GBR",1977,0,"0",0,0,"0",0
"780","GBR1978",8.6,0,2471,11.23,3.155141461,48.81,0,"0",0,1821,"GBR",1978,0,"0",0,0,"0",0
"781","GBR1979",9,66.03,2080,11.33,2.874174393,45.75,0,"0",0,1813,"GBR",1979,0,"0",0,0,"0",0
"782","GBR1980",9.2,100,1330,11.88,2.874174393,40.12,0,"0",0,1767,"GBR",1980,0,"0",0,0,"0",0
"783","GBR1981",9.3,100,1338,13.35,2.874174393,43.85,0,"0",0,1710,"GBR",1981,0,"0",0,0,"0",0
"784","GBR1982",9.2,100,1528,14.16,2.874174393,48.45,0,"0",0,1725,"GBR",1982,0,"0",0,0,"0",0
"785","GBR1983",9.1,100,1352,14.1,3.120436362,47.15,0,"0",0,1711,"GBR",1983,0,"0",0,0,"0",0
"786","GBR1984",9.1,100,1206,14.12,3.120436362,46.97,0,"0",0,1727,"GBR",1984,0,"0",0,0,"0",0
"787","GBR1985",9.3,100,903,14.09,3.120436362,44.35,0,"0",0,1760,"GBR",1985,0,"0",0,0,"0",0
"788","GBR1986",8.7,100,1074,14.19,3.120436362,45.35,0,"0",0,1763,"GBR",1986,0,"0",0,0,"0",0
"789","GBR1987",8.2,100,1016,13.31,3.078163814,44.5,0,"0",0,1752,"GBR",1987,0,"0",0,0,"0",0
"790","GBR1988",8.8,100,781,12.31,3.078163814,41.18,0,"0",0,1792,"GBR",1988,0,"0",0,0,"0",0
"791","GBR1989",7.7,100,701,11.67,3.078163814,34.01,0,"0",0,1780,"GBR",1989,0,"0",0,0,"0",0
"792","GBR1990",8.2,100,630,10.94,3.078163814,29.87,0,"0",0,1765,"GBR",1990,0,"0",0,0,"0",0
"793","GBR1991",8,100,369,12.83,3.078163814,30.25,0,"0",0,1762,"GBR",1991,0,"0",0,0,"0",0
"794","GBR1992",8,100,253,14.19,3.03908876,31.91,0,"0",0,1727,"GBR",1992,0,"0",0,0,"0",0
"795","GBR1993",7.7,100,211,14.55,3.03908876,36.14,0,"0",0,1721,"GBR",1993,0,"0",0,0,"0",0
"796","GBR1994",7.5,100,205,14.24,3.03908876,43.48,0,"0",0,1731,"GBR",1994,0,"0",0,0,"0",0
"797","GBR1995",7.4,100,235,13.18,3.03908876,55.4,0,"0",0,1731,"GBR",1995,0,"0",0,0,"0",0
"798","GBR1996",7.1,100,244,12.76,3.03908876,54.74,0,"0",0,1731,"GBR",1996,0,"0",0,0,"0",0
"799","GBR1997",7,33.15,216,12.47,3.231049089,54.42,0,"0",0,1731,"GBR",1997,22.560804,"GBR",1997,0,"0",0
"800","GBR1998",7.4,0,166,12.04,3.231049089,59.76,0,"0",0,1726,"GBR",1998,23.779587,"GBR",1998,0,"0",0
"801","GBR1999",7.5,0,205,11.7,3.231049089,55.11,0,"0",0,1716,"GBR",1999,24.858973,"GBR",1999,0,"0",0
"802","GBR2001",7,0,207,11.79,3.337482937,51.29,0,"0",0,1705,"GBR",2001,26.126522,"GBR",2001,0,"0",0
"803","GBR2002",6.9,0,162,11.82,3.337482937,53.41,0,"0",0,1684,"GBR",2002,26.840527,"GBR",2002,0,"0",0
"804","GBR2003",6.6,0,138,12.02,3.337482937,52.17,0,"0",0,1674,"GBR",2003,27.998173,"GBR",2003,0,"0",0
"805","GBR2004",6.9,0,135,12.21,3.337482937,54.68,0,"0",0,1674,"GBR",2004,29.338522,"GBR",2004,0,"0",0
"806","GBR2005",6.7,0,116,12.06,3.600178569,56.14,60.2317,"GBR",2005,1673,"GBR",2005,29.709032,"GBR",2005,0,"0",0
"807","GBR2006",6.7,0,158,11.8,3.600178569,55.32,62.6411,"GBR",2006,1669,"GBR",2006,34.191841,"GBR",2006,0,"0",0
"808","GBR2007",6.3,0,152,11.97,3.600178569,55.63,66.7177,"GBR",2007,1677,"GBR",2007,35.536041,"GBR",2007,0,"0",0
"809","GBR2008",6.9,0,144,12.56,3.600178569,68.32,71.1426,"GBR",2008,1659,"GBR",2008,35.216167,"GBR",2008,0,"0",0
"810","GBR2009",6.8,0,98,14.34,3.600178569,81.74,76.6928,"GBR",2009,1651,"GBR",2009,36.984959,"GBR",2009,0,"0",0
"811","GBR2010",6.7,62.19,92,14.46,3.727421146,92.99,79.6067,"GBR",2010,1650,"GBR",2010,38.187191,"GBR",2010,0,"0",0
"812","GBR2011",6.9,100,149,14.4,3.727421146,106.93,82.701,"GBR",2011,1634,"GBR",2011,39.412373,"GBR",2011,0,"0",0
"813","GBR2012",6.9,100,131,14.68,3.727421146,111.15,86.796,"GBR",2012,1654,"GBR",2012,40.977753,"GBR",2012,0,"0",0
"814","GBR2013",7.5,100,114,14.42,3.727421146,106.35,88.4457,"GBR",2013,1666,"GBR",2013,41.891979,"GBR",2013,0,"0",0
"815","GRC1961",5.2,87.95,0,0,2.544859511,9.06,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"816","GRC1962",4,100,0,0,2.544859511,9.79,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"817","GRC1963",4.5,60.82,0,0,2.829222473,11.6,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"818","GRC1964",3.8,86.61,0,0,2.402333146,12.46,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"819","GRC1965",3.7,100,0,0,2.402333146,12.83,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"820","GRC1966",3.7,97.26,0,0,2.402333146,14.48,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"821","GRC1967",4.1,16.36,0,0,0,16.19,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"822","GRC1968",4.3,0,0,8.4,0,17.44,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"823","GRC1969",4.2,0,0,8,0,18.95,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"824","GRC1970",3.6,0,0,7.97,0,18.84,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"825","GRC1971",3.8,0,0,8,0,19.21,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"826","GRC1972",3.1,0,0,7.58,0,20.1,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"827","GRC1973",3.4,0,0,6.8,0,16.59,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"828","GRC1974",3.8,72.43,0,7.15,2.747358415,17.51,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"829","GRC1975",3.1,100,0,7.43,2.747358415,19.2,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"830","GRC1976",3.1,100,947,7.72,2.747358415,18.69,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"831","GRC1977",3.6,99.58,569,8.51,3.744154439,18.85,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"832","GRC1978",3.2,95.45,616,9.2,3.744154439,24.45,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"833","GRC1979",3.2,95.45,588,8.81,3.744154439,22.77,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"834","GRC1980",3.6,93,726,9.21,3.744154439,22.77,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"835","GRC1981",3.6,73.58,466,10.97,2.687283506,26.97,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"836","GRC1982",3.8,0,968,13.02,2.687283506,29.63,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"837","GRC1983",3.9,0,675,13.37,2.687283506,33.96,0,"0",0,2186,"GRC",1983,0,"0",0,0,"0",0
"838","GRC1984",4.1,0,486,14.01,2.687283506,40.5,0,"0",0,2113,"GRC",1984,0,"0",0,0,"0",0
"839","GRC1985",4.3,0,453,14.85,2.590478954,47.13,0,"0",0,2131,"GRC",1985,0,"0",0,0,"0",0
"840","GRC1986",4.1,0,213,14.88,2.590478954,47.66,0,"0",0,2119,"GRC",1986,0,"0",0,0,"0",0
"841","GRC1987",4.3,0,381,14.93,2.590478954,52.99,0,"0",0,2076,"GRC",1987,8.7879772,"GRC",1987,0,"0",0
"842","GRC1988",4.2,0,320,14.57,2.590478954,62.66,0,"0",0,2064,"GRC",1988,9.6034136,"GRC",1988,0,"0",0
"843","GRC1989",3.9,28.65,207,14.86,2.550968348,65.69,0,"0",0,2107,"GRC",1989,9.9697104,"GRC",1989,0,"0",0
"844","GRC1990",3.5,75.97,234,14.75,2.636011609,79.58,0,"0",0,2084,"GRC",1990,10.545712,"GRC",1990,0,"0",0
"845","GRC1991",3.8,100,161,14.58,2.636011609,82.19,0,"0",0,2115,"GRC",1991,10.997955,"GRC",1991,0,"0",0
"846","GRC1992",3.4,100,824,14.51,2.636011609,87.81,0,"0",0,2143,"GRC",1992,12.241859,"GRC",1992,0,"0",0
"847","GRC1993",4,81.37,596,14.79,2.633817692,110.12,0,"0",0,2164,"GRC",1993,12.991105,"GRC",1993,0,"0",0
"848","GRC1994",3.4,0,215,14.8,2.633817692,107.93,0,"0",0,2129,"GRC",1994,13.89668,"GRC",1994,0,"0",0
"849","GRC1995",3.5,0,110,11.01,2.633817692,98.01,0,"0",0,2111,"GRC",1995,14.274186,"GRC",1995,0,"0",0
"850","GRC1996",3.3,0,171,11.03,3.068425898,99.25,0,"0",0,2109,"GRC",1996,15.142701,"GRC",1996,0,"0",0
"851","GRC1997",3.4,0,125,10.98,3.068425898,95.66,0,"0",0,2108,"GRC",1997,15.622277,"GRC",1997,0,"0",0
"852","GRC1998",3.6,0,99,11.36,3.068425898,93.08,0,"0",0,2108,"GRC",1998,16.878386,"GRC",1998,0,"0",0
"853","GRC1999",3.4,0,0,11.68,3.068425898,96.33,0,"0",0,2105,"GRC",1999,17.338158,"GRC",1999,0,"0",0
"854","GRC2000",3.4,0,0,12.3,2.6388636,111.55,0,"0",0,2108,"GRC",2000,17.672335,"GRC",2000,608.95685971,"GRC",2000
"855","GRC2001",2.9,0,0,12.61,2.6388636,114.09,0,"0",0,2101,"GRC",2001,18.067701,"GRC",2001,0,"0",0
"856","GRC2002",2.8,0,0,12.6,2.6388636,113.12,0,"0",0,2093,"GRC",2002,18.793383,"GRC",2002,0,"0",0
"857","GRC2003",3.3,0,0,13.11,2.6388636,108.76,0,"0",0,2091,"GRC",2003,19.299871,"GRC",2003,0,"0",0
"858","GRC2004",3,77.6,0,12.82,2.665280721,110.12,0,"0",0,2083,"GRC",2004,21.286716,"GRC",2004,0,"0",0
"859","GRC2005",3.4,100,0,13.6,2.665280721,111.93,21.7312,"GRC",2005,2136,"GRC",2005,21.472097,"GRC",2005,604.41091954,"GRC",2005
"860","GRC2006",3.3,100,0,13.97,2.665280721,116.92,23.1227,"GRC",2006,2125,"GRC",2006,22.428827,"GRC",2006,604.41091954,"GRC",2006
"861","GRC2007",2.8,100,0,14.56,3.025233472,114.82,25.3974,"GRC",2007,2111,"GRC",2007,22.893152,"GRC",2007,590.10652778,"GRC",2007
