Area,Consumption Segment,Country,"Sector, Category or Product",name,Value
Urban,Higher,Colombia,"Coffee, Tea and Cocoa",$PPP,173.3506574
Urban,Higher,Colombia,"Coffee, Tea and Cocoa",Local Currency,232252.6105
Urban,Middle,Colombia,"Coffee, Tea and Cocoa",US$,396.5728906
Urban,Middle,Colombia,"Coffee, Tea and Cocoa",$PPP,561.9718036
Urban,Middle,Colombia,"Coffee, Tea and Cocoa",Local Currency,752921.3929
Urban,Lowest,Colombia,"Coffee, Tea and Cocoa",US$,57.59293651
Urban,Lowest,Colombia,"Coffee, Tea and Cocoa",$PPP,81.61325995
Urban,Lowest,Colombia,"Coffee, Tea and Cocoa",Local Currency,109344.2215
Urban,Low,Colombia,"Coffee, Tea and Cocoa",US$,372.3411296
Urban,Low,Colombia,"Coffee, Tea and Cocoa",$PPP,527.6336863
Urban,Low,Colombia,"Coffee, Tea and Cocoa",Local Currency,706915.6983
Urban,All,Colombia,"Coffee, Tea and Cocoa",US$,948.8372423
Urban,All,Colombia,"Coffee, Tea and Cocoa",$PPP,1344.569407
Urban,All,Colombia,"Coffee, Tea and Cocoa",Local Currency,1801433.923
National,Higher,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",US$,0.007796283
National,Higher,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",$PPP,0.009744244
National,Higher,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",Local Currency,7.062754418
National,Middle,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",US$,0.003153544
National,Middle,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",$PPP,0.00394148
National,Middle,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",Local Currency,2.856836269
National,Lowest,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",US$,82.30799207
National,Lowest,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",$PPP,102.8732653
National,Lowest,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",Local Currency,74563.88002
National,Low,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",US$,0.870282541
National,Low,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",$PPP,1.087729204
National,Low,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",Local Currency,788.4002679
National,All,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",US$,83.18922444
National,All,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",$PPP,103.9746802
National,All,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",Local Currency,75362.19988
Rural,Higher,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",US$,0
Rural,Higher,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",$PPP,0
Rural,Higher,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",Local Currency,0
Rural,Middle,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",US$,0
Rural,Middle,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",$PPP,0
Rural,Middle,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",Local Currency,0
Rural,Lowest,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",US$,63.41062017
Rural,Lowest,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",$PPP,79.25424234
Rural,Lowest,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",Local Currency,57444.50515
Rural,Low,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",US$,0.496470049
Rural,Low,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",$PPP,0.620516838
Rural,Low,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",Local Currency,449.7586712
Rural,All,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",US$,63.90709022
Rural,All,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",$PPP,79.87475918
Rural,All,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",Local Currency,57894.26382
Urban,Higher,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",US$,0.007796283
Urban,Higher,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",$PPP,0.009744244
Urban,Higher,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",Local Currency,7.062754418
Urban,Middle,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",US$,0.003153544
Urban,Middle,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",$PPP,0.00394148
Urban,Middle,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",Local Currency,2.856836269
Urban,Lowest,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",US$,18.8973719
Urban,Lowest,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",$PPP,23.61902293
Urban,Lowest,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",Local Currency,17119.37487
Urban,Low,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",US$,0.373812494
Urban,Low,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",$PPP,0.467212367
Urban,Low,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",Local Currency,338.6415974
Urban,All,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",US$,19.28213421
Urban,All,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",$PPP,24.09992102
Urban,All,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",Local Currency,17467.93605
National,Higher,"Congo, Rep.","Coffee, Tea and Cocoa",US$,0.045261947
National,Higher,"Congo, Rep.","Coffee, Tea and Cocoa",$PPP,0.051349528
National,Higher,"Congo, Rep.","Coffee, Tea and Cocoa",Local Currency,22.41720107
National,Middle,"Congo, Rep.","Coffee, Tea and Cocoa",US$,1.092651826
National,Middle,"Congo, Rep.","Coffee, Tea and Cocoa",$PPP,1.239609856
National,Middle,"Congo, Rep.","Coffee, Tea and Cocoa",Local Currency,541.1653184
National,Lowest,"Congo, Rep.","Coffee, Tea and Cocoa",US$,3.579408752
National,Lowest,"Congo, Rep.","Coffee, Tea and Cocoa",$PPP,4.060827303
National,Lowest,"Congo, Rep.","Coffee, Tea and Cocoa",Local Currency,1772.798828
National,Low,"Congo, Rep.","Coffee, Tea and Cocoa",US$,4.812565212
National,Low,"Congo, Rep.","Coffee, Tea and Cocoa",$PPP,5.459839199
National,Low,"Congo, Rep.","Coffee, Tea and Cocoa",Local Currency,2383.55286
National,All,"Congo, Rep.","Coffee, Tea and Cocoa",US$,9.529887734
National,All,"Congo, Rep.","Coffee, Tea and Cocoa",$PPP,10.81162588
National,All,"Congo, Rep.","Coffee, Tea and Cocoa",Local Currency,4719.934207
Rural,Higher,"Congo, Rep.","Coffee, Tea and Cocoa",US$,0
Rural,Higher,"Congo, Rep.","Coffee, Tea and Cocoa",$PPP,0
Rural,Higher,"Congo, Rep.","Coffee, Tea and Cocoa",Local Currency,0
Rural,Middle,"Congo, Rep.","Coffee, Tea and Cocoa",US$,0.170845267
Rural,Middle,"Congo, Rep.","Coffee, Tea and Cocoa",$PPP,0.193823386
Rural,Middle,"Congo, Rep.","Coffee, Tea and Cocoa",Local Currency,84.61573109
Rural,Lowest,"Congo, Rep.","Coffee, Tea and Cocoa",US$,2.7344251
Rural,Lowest,"Congo, Rep.","Coffee, Tea and Cocoa",$PPP,3.102196166
Rural,Lowest,"Congo, Rep.","Coffee, Tea and Cocoa",Local Currency,1354.29786
Rural,Low,"Congo, Rep.","Coffee, Tea and Cocoa",US$,2.623391914
Rural,Low,"Congo, Rep.","Coffee, Tea and Cocoa",$PPP,2.976229386
Rural,Low,"Congo, Rep.","Coffee, Tea and Cocoa",Local Currency,1299.305677
Rural,All,"Congo, Rep.","Coffee, Tea and Cocoa",US$,5.528662279
Rural,All,"Congo, Rep.","Coffee, Tea and Cocoa",$PPP,6.272248936
Rural,All,"Congo, Rep.","Coffee, Tea and Cocoa",Local Currency,2738.219268
Urban,Higher,"Congo, Rep.","Coffee, Tea and Cocoa",US$,0.045261947
Urban,Higher,"Congo, Rep.","Coffee, Tea and Cocoa",$PPP,0.051349528
Urban,Higher,"Congo, Rep.","Coffee, Tea and Cocoa",Local Currency,22.41720107
Urban,Middle,"Congo, Rep.","Coffee, Tea and Cocoa",US$,0.92180656
Urban,Middle,"Congo, Rep.","Coffee, Tea and Cocoa",$PPP,1.045786471
Urban,Middle,"Congo, Rep.","Coffee, Tea and Cocoa",Local Currency,456.5495878
Urban,Lowest,"Congo, Rep.","Coffee, Tea and Cocoa",US$,0.844983652
Urban,Lowest,"Congo, Rep.","Coffee, Tea and Cocoa",$PPP,0.958631138
Urban,Lowest,"Congo, Rep.","Coffee, Tea and Cocoa",Local Currency,418.5009682
Urban,Low,"Congo, Rep.","Coffee, Tea and Cocoa",US$,2.189173298
Urban,Low,"Congo, Rep.","Coffee, Tea and Cocoa",$PPP,2.483609813
Urban,Low,"Congo, Rep.","Coffee, Tea and Cocoa",Local Currency,1084.247184
Urban,All,"Congo, Rep.","Coffee, Tea and Cocoa",US$,4.001225455
Urban,All,"Congo, Rep.","Coffee, Tea and Cocoa",$PPP,4.539376948
Urban,All,"Congo, Rep.","Coffee, Tea and Cocoa",Local Currency,1981.71494
National,Higher,Cote d'Ivoire,"Coffee, Tea and Cocoa",US$,2.424907101
National,Higher,Cote d'Ivoire,"Coffee, Tea and Cocoa",$PPP,3.610153857
National,Higher,Cote d'Ivoire,"Coffee, Tea and Cocoa",Local Currency,1201.000714
National,Middle,Cote d'Ivoire,"Coffee, Tea and Cocoa",US$,21.97924651
National,Middle,Cote d'Ivoire,"Coffee, Tea and Cocoa",$PPP,32.72226864
National,Middle,Cote d'Ivoire,"Coffee, Tea and Cocoa",Local Currency,10885.81527
National,Lowest,Cote d'Ivoire,"Coffee, Tea and Cocoa",US$,25.77865146
National,Lowest,Cote d'Ivoire,"Coffee, Tea and Cocoa",$PPP,38.37874777
National,Lowest,Cote d'Ivoire,"Coffee, Tea and Cocoa",Local Currency,12767.57316
National,Low,Cote d'Ivoire,"Coffee, Tea and Cocoa",US$,51.75185514
National,Low,Cote d'Ivoire,"Coffee, Tea and Cocoa",$PPP,77.04714106
National,Low,Cote d'Ivoire,"Coffee, Tea and Cocoa",Local Currency,25631.50356
National,All,Cote d'Ivoire,"Coffee, Tea and Cocoa",US$,101.9346602
National,All,Cote d'Ivoire,"Coffee, Tea and Cocoa",$PPP,151.7583113
National,All,Cote d'Ivoire,"Coffee, Tea and Cocoa",Local Currency,50485.8927
Rural,Higher,Cote d'Ivoire,"Coffee, Tea and Cocoa",US$,0.034784427
Rural,Higher,Cote d'Ivoire,"Coffee, Tea and Cocoa",$PPP,0.051786369
Rural,Higher,Cote d'Ivoire,"Coffee, Tea and Cocoa",Local Currency,17.22792672
Rural,Middle,Cote d'Ivoire,"Coffee, Tea and Cocoa",US$,2.446560423
Rural,Middle,Cote d'Ivoire,"Coffee, Tea and Cocoa",$PPP,3.642390896
Rural,Middle,Cote d'Ivoire,"Coffee, Tea and Cocoa",Local Currency,1211.725106
Rural,Lowest,Cote d'Ivoire,"Coffee, Tea and Cocoa",US$,14.8539404
Rural,Lowest,Cote d'Ivoire,"Coffee, Tea and Cocoa",$PPP,22.11425345
Rural,Lowest,Cote d'Ivoire,"Coffee, Tea and Cocoa",Local Currency,7356.815039
Rural,Low,Cote d'Ivoire,"Coffee, Tea and Cocoa",US$,11.73974931
Rural,Low,Cote d'Ivoire,"Coffee, Tea and Cocoa",$PPP,17.47790719
Rural,Low,Cote d'Ivoire,"Coffee, Tea and Cocoa",Local Currency,5814.427817
Rural,All,Cote d'Ivoire,"Coffee, Tea and Cocoa",US$,29.07503455
Rural,All,Cote d'Ivoire,"Coffee, Tea and Cocoa",$PPP,43.2863379
Rural,All,Cote d'Ivoire,"Coffee, Tea and Cocoa",Local Currency,14400.19589
Urban,Higher,Cote d'Ivoire,"Coffee, Tea and Cocoa",US$,2.390122674
Urban,Higher,Cote d'Ivoire,"Coffee, Tea and Cocoa",$PPP,3.55836749
Urban,Higher,Cote d'Ivoire,"Coffee, Tea and Cocoa",Local Currency,1183.772788
Urban,Middle,Cote d'Ivoire,"Coffee, Tea and Cocoa",US$,19.53268609
Urban,Middle,Cote d'Ivoire,"Coffee, Tea and Cocoa",$PPP,29.07987775
Urban,Middle,Cote d'Ivoire,"Coffee, Tea and Cocoa",Local Currency,9674.090169
Urban,Lowest,Cote d'Ivoire,"Coffee, Tea and Cocoa",US$,10.92471106
Urban,Lowest,Cote d'Ivoire,"Coffee, Tea and Cocoa",$PPP,16.26449432
Urban,Lowest,Cote d'Ivoire,"Coffee, Tea and Cocoa",Local Currency,5410.758117
Urban,Low,Cote d'Ivoire,"Coffee, Tea and Cocoa",US$,40.01210584
Urban,Low,Cote d'Ivoire,"Coffee, Tea and Cocoa",$PPP,59.56923388
Urban,Low,Cote d'Ivoire,"Coffee, Tea and Cocoa",Local Currency,19817.07574
Urban,All,Cote d'Ivoire,"Coffee, Tea and Cocoa",US$,72.85962565
Urban,All,Cote d'Ivoire,"Coffee, Tea and Cocoa",$PPP,108.4719734
Urban,All,Cote d'Ivoire,"Coffee, Tea and Cocoa",Local Currency,36085.69681
National,Higher,Djibouti,"Coffee, Tea and Cocoa",US$,0.028204558
National,Higher,Djibouti,"Coffee, Tea and Cocoa",$PPP,0.040390504
National,Higher,Djibouti,"Coffee, Tea and Cocoa",Local Currency,5.01254227
National,Middle,Djibouti,"Coffee, Tea and Cocoa",US$,0.449987533
National,Middle,Djibouti,"Coffee, Tea and Cocoa",$PPP,0.644407297
National,Middle,Djibouti,"Coffee, Tea and Cocoa",Local Currency,79.97223433
National,Lowest,Djibouti,"Coffee, Tea and Cocoa",US$,0.101961956
National,Lowest,Djibouti,"Coffee, Tea and Cocoa",$PPP,0.146015219
National,Lowest,Djibouti,"Coffee, Tea and Cocoa",Local Currency,18.12078073
National,Low,Djibouti,"Coffee, Tea and Cocoa",US$,0.666635872
National,Low,Djibouti,"Coffee, Tea and Cocoa",$PPP,0.954659826
National,Low,Djibouti,"Coffee, Tea and Cocoa",Local Currency,118.4751938
National,All,Djibouti,"Coffee, Tea and Cocoa",US$,1.246789912
National,All,Djibouti,"Coffee, Tea and Cocoa",$PPP,1.785472837
National,All,Djibouti,"Coffee, Tea and Cocoa",Local Currency,221.58075
Rural,Higher,Djibouti,"Coffee, Tea and Cocoa",US$,0.00705481
Rural,Higher,Djibouti,"Coffee, Tea and Cocoa",$PPP,0.010102882
Rural,Higher,Djibouti,"Coffee, Tea and Cocoa",Local Currency,1.253787884
Rural,Middle,Djibouti,"Coffee, Tea and Cocoa",US$,0.011489261
Rural,Middle,Djibouti,"Coffee, Tea and Cocoa",$PPP,0.016453263
Rural,Middle,Djibouti,"Coffee, Tea and Cocoa",Local Currency,2.041882893
Rural,Lowest,Djibouti,"Coffee, Tea and Cocoa",US$,0.045100381
Rural,Lowest,Djibouti,"Coffee, Tea and Cocoa",$PPP,0.064586267
Rural,Lowest,Djibouti,"Coffee, Tea and Cocoa",Local Currency,8.015284877
Rural,Low,Djibouti,"Coffee, Tea and Cocoa",US$,0.071051998
Rural,Low,Djibouti,"Coffee, Tea and Cocoa",$PPP,0.101750433
Rural,Low,Djibouti,"Coffee, Tea and Cocoa",Local Currency,12.62743221
Rural,All,Djibouti,"Coffee, Tea and Cocoa",US$,0.134696446
Rural,All,Djibouti,"Coffee, Tea and Cocoa",$PPP,0.192892839
Rural,All,Djibouti,"Coffee, Tea and Cocoa",Local Currency,23.93838709
Urban,Higher,Djibouti,"Coffee, Tea and Cocoa",US$,0.02114975
Urban,Higher,Djibouti,"Coffee, Tea and Cocoa",$PPP,0.030287624
Urban,Higher,Djibouti,"Coffee, Tea and Cocoa",Local Currency,3.75875475
Urban,Middle,Djibouti,"Coffee, Tea and Cocoa",US$,0.438498274
Urban,Middle,Djibouti,"Coffee, Tea and Cocoa",$PPP,0.627954036
Urban,Middle,Djibouti,"Coffee, Tea and Cocoa",Local Currency,77.93035176
Urban,Lowest,Djibouti,"Coffee, Tea and Cocoa",US$,0.056861575
Urban,Lowest,Djibouti,"Coffee, Tea and Cocoa",$PPP,0.081428953
Urban,Lowest,Djibouti,"Coffee, Tea and Cocoa",Local Currency,10.10549595
Urban,Low,Djibouti,"Coffee, Tea and Cocoa",US$,0.595583875
Urban,Low,Djibouti,"Coffee, Tea and Cocoa",$PPP,0.852909395
Urban,Low,Djibouti,"Coffee, Tea and Cocoa",Local Currency,105.8477618
Urban,All,Djibouti,"Coffee, Tea and Cocoa",US$,1.112093467
Urban,All,Djibouti,"Coffee, Tea and Cocoa",$PPP,1.592579999
Urban,All,Djibouti,"Coffee, Tea and Cocoa",Local Currency,197.642363
National,Higher,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",US$,16.17546808
National,Higher,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",$PPP,28.99824028
National,Higher,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",Local Currency,90.93848153
National,Middle,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",US$,56.73135827
National,Middle,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",$PPP,101.7039848
National,Middle,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",Local Currency,318.9436962
National,Lowest,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",US$,231.0210815
National,Lowest,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",$PPP,414.1583292
National,Lowest,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",Local Currency,1298.80052
National,Low,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",US$,285.5462823
National,Low,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",$PPP,511.90727
National,Low,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",Local Currency,1605.341199
National,All,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",US$,589.4741896
National,All,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",$PPP,1056.767823
National,All,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",Local Currency,3314.023894
Rural,Higher,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",US$,0.270524238
Rural,Higher,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",$PPP,0.484976807
Rural,Higher,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",Local Currency,1.520887267
Rural,Middle,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",US$,1.950475174
Rural,Middle,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",$PPP,3.496674562
Rural,Middle,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",Local Currency,10.96557143
Rural,Lowest,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",US$,163.0864921
Rural,Lowest,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",$PPP,292.3699804
Rural,Lowest,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",Local Currency,916.8722585
Rural,Low,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",US$,98.06698232
Rural,Low,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",$PPP,175.8075812
Rural,Low,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",Local Currency,551.3325746
Rural,All,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",US$,263.3744733
Rural,All,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",$PPP,472.159212
Rural,All,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",Local Currency,1480.691289
Urban,Higher,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",US$,15.90494402
Urban,Higher,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",$PPP,28.5132638
Urban,Higher,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",Local Currency,89.41759527
Urban,Middle,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",US$,54.78088328
Urban,Middle,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",$PPP,98.20731052
Urban,Middle,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",Local Currency,307.9781258
Urban,Lowest,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",US$,67.9345896
Urban,Lowest,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",$PPP,121.7883491
Urban,Lowest,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",Local Currency,381.9282627
Urban,Low,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",US$,187.4793001
Urban,Low,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",$PPP,336.0996892
Urban,Low,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",Local Currency,1054.008625
Urban,All,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",US$,326.0997165
Urban,All,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",$PPP,584.6086116
Urban,All,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",Local Currency,1833.332606
National,Higher,El Salvador,"Coffee, Tea and Cocoa",US$,0.36961505
National,Higher,El Salvador,"Coffee, Tea and Cocoa",$PPP,0.631820598
National,Higher,El Salvador,"Coffee, Tea and Cocoa",Local Currency,0.36961505
National,Middle,El Salvador,"Coffee, Tea and Cocoa",US$,18.49243613
National,Middle,El Salvador,"Coffee, Tea and Cocoa",$PPP,31.61100193
National,Middle,El Salvador,"Coffee, Tea and Cocoa",Local Currency,18.49243613
National,Lowest,El Salvador,"Coffee, Tea and Cocoa",US$,25.88659654
National,Lowest,El Salvador,"Coffee, Tea and Cocoa",$PPP,44.25059238
National,Lowest,El Salvador,"Coffee, Tea and Cocoa",Local Currency,25.88659654
National,Low,El Salvador,"Coffee, Tea and Cocoa",US$,59.72606815
National,Low,El Salvador,"Coffee, Tea and Cocoa",$PPP,102.095843
National,Low,El Salvador,"Coffee, Tea and Cocoa",Local Currency,59.72606815
National,All,El Salvador,"Coffee, Tea and Cocoa",US$,104.4747147
National,All,El Salvador,"Coffee, Tea and Cocoa",$PPP,178.5892559
National,All,El Salvador,"Coffee, Tea and Cocoa",Local Currency,104.4747147
Rural,Higher,El Salvador,"Coffee, Tea and Cocoa",US$,0.066941475
Rural,Higher,El Salvador,"Coffee, Tea and Cocoa",$PPP,0.114429871
Rural,Higher,El Salvador,"Coffee, Tea and Cocoa",Local Currency,0.066941475
Rural,Middle,El Salvador,"Coffee, Tea and Cocoa",US$,3.057081097
Rural,Middle,El Salvador,"Coffee, Tea and Cocoa",$PPP,5.225779654
Rural,Middle,El Salvador,"Coffee, Tea and Cocoa",Local Currency,3.057081097
Rural,Lowest,El Salvador,"Coffee, Tea and Cocoa",US$,17.11836095
Rural,Lowest,El Salvador,"Coffee, Tea and Cocoa",$PPP,29.26215547
Rural,Lowest,El Salvador,"Coffee, Tea and Cocoa",Local Currency,17.11836095
Rural,Low,El Salvador,"Coffee, Tea and Cocoa",US$,17.06092015
Rural,Low,El Salvador,"Coffee, Tea and Cocoa",$PPP,29.16396607
Rural,Low,El Salvador,"Coffee, Tea and Cocoa",Local Currency,17.06092015
Rural,All,El Salvador,"Coffee, Tea and Cocoa",US$,37.30330222
Rural,All,El Salvador,"Coffee, Tea and Cocoa",$PPP,63.76632858
Rural,All,El Salvador,"Coffee, Tea and Cocoa",Local Currency,37.30330222
Urban,Higher,El Salvador,"Coffee, Tea and Cocoa",US$,0.302673654
Urban,Higher,El Salvador,"Coffee, Tea and Cocoa",$PPP,0.517390861
Urban,Higher,El Salvador,"Coffee, Tea and Cocoa",Local Currency,0.302673654
Urban,Middle,El Salvador,"Coffee, Tea and Cocoa",US$,15.43535571
Urban,Middle,El Salvador,"Coffee, Tea and Cocoa",$PPP,26.38522343
Urban,Middle,El Salvador,"Coffee, Tea and Cocoa",Local Currency,15.43535571
Urban,Lowest,El Salvador,"Coffee, Tea and Cocoa",US$,8.768235994
Urban,Lowest,El Salvador,"Coffee, Tea and Cocoa",$PPP,14.9884376
Urban,Lowest,El Salvador,"Coffee, Tea and Cocoa",Local Currency,8.768235994
Urban,Low,El Salvador,"Coffee, Tea and Cocoa",US$,42.6651487
Urban,Low,El Salvador,"Coffee, Tea and Cocoa",$PPP,72.93187813
Urban,Low,El Salvador,"Coffee, Tea and Cocoa",Local Currency,42.6651487
Urban,All,El Salvador,"Coffee, Tea and Cocoa",US$,67.17141302
Urban,All,El Salvador,"Coffee, Tea and Cocoa",$PPP,114.8229282
Urban,All,El Salvador,"Coffee, Tea and Cocoa",Local Currency,67.17141302
National,Higher,Ethiopia,"Coffee, Tea and Cocoa",US$,0.517519363
National,Higher,Ethiopia,"Coffee, Tea and Cocoa",$PPP,1.357134489
National,Higher,Ethiopia,"Coffee, Tea and Cocoa",Local Currency,7.45745402
National,Middle,Ethiopia,"Coffee, Tea and Cocoa",US$,22.39515956
National,Middle,Ethiopia,"Coffee, Tea and Cocoa",$PPP,58.72870779
National,Middle,Ethiopia,"Coffee, Tea and Cocoa",Local Currency,322.7142493
National,Lowest,Ethiopia,"Coffee, Tea and Cocoa",US$,807.7035721
National,Lowest,Ethiopia,"Coffee, Tea and Cocoa",$PPP,2118.108912
National,Lowest,Ethiopia,"Coffee, Tea and Cocoa",Local Currency,11639.00847
National,Low,Ethiopia,"Coffee, Tea and Cocoa",US$,797.6858525
National,Low,Ethiopia,"Coffee, Tea and Cocoa",$PPP,2091.838605
National,Low,Ethiopia,"Coffee, Tea and Cocoa",Local Currency,11494.65314
National,All,Ethiopia,"Coffee, Tea and Cocoa",US$,1628.302103
National,All,Ethiopia,"Coffee, Tea and Cocoa",$PPP,4270.033359
National,All,Ethiopia,"Coffee, Tea and Cocoa",Local Currency,23463.83331
Rural,Higher,Ethiopia,"Coffee, Tea and Cocoa",US$,0.01221411
Rural,Higher,Ethiopia,"Coffee, Tea and Cocoa",$PPP,0.032030086
Rural,Higher,Ethiopia,"Coffee, Tea and Cocoa",Local Currency,0.176005321
Rural,Middle,Ethiopia,"Coffee, Tea and Cocoa",US$,9.522847737
Rural,Middle,Ethiopia,"Coffee, Tea and Cocoa",$PPP,24.9725634
Rural,Middle,Ethiopia,"Coffee, Tea and Cocoa",Local Currency,137.2242359
Rural,Lowest,Ethiopia,"Coffee, Tea and Cocoa",US$,726.7993601
Rural,Lowest,Ethiopia,"Coffee, Tea and Cocoa",$PPP,1905.947003
Rural,Lowest,Ethiopia,"Coffee, Tea and Cocoa",Local Currency,10473.17878
Rural,Low,Ethiopia,"Coffee, Tea and Cocoa",US$,664.5341214
Rural,Low,Ethiopia,"Coffee, Tea and Cocoa",$PPP,1742.663638
Rural,Low,Ethiopia,"Coffee, Tea and Cocoa",Local Currency,9575.936689
Rural,All,Ethiopia,"Coffee, Tea and Cocoa",US$,1400.868543
Rural,All,Ethiopia,"Coffee, Tea and Cocoa",$PPP,3673.615233
Rural,All,Ethiopia,"Coffee, Tea and Cocoa",Local Currency,20186.51571
Urban,Higher,Ethiopia,"Coffee, Tea and Cocoa",US$,0.505305319
Urban,Higher,Ethiopia,"Coffee, Tea and Cocoa",$PPP,1.325104576
Urban,Higher,Ethiopia,"Coffee, Tea and Cocoa",Local Currency,7.281449643
Urban,Middle,Ethiopia,"Coffee, Tea and Cocoa",US$,12.8723119
Urban,Middle,Ethiopia,"Coffee, Tea and Cocoa",$PPP,33.75614457
Urban,Middle,Ethiopia,"Coffee, Tea and Cocoa",Local Currency,185.4900144
Urban,Lowest,Ethiopia,"Coffee, Tea and Cocoa",US$,80.90421205
Urban,Lowest,Ethiopia,"Coffee, Tea and Cocoa",$PPP,212.16191
Urban,Lowest,Ethiopia,"Coffee, Tea and Cocoa",Local Currency,1165.829696
Urban,Low,Ethiopia,"Coffee, Tea and Cocoa",US$,133.1517312
Urban,Low,Ethiopia,"Coffee, Tea and Cocoa",$PPP,349.1749675
Urban,Low,Ethiopia,"Coffee, Tea and Cocoa",Local Currency,1918.716447
Urban,All,Ethiopia,"Coffee, Tea and Cocoa",US$,227.4335603
